what _nn_ _verb_ before the _nn_ of _entity_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string _relation_date_ ) ) ( string < ) ( call SW.ensureNumericEntity ( call SW.getProperty _entity_ ( string _relation_date_ ) ) ) ) )	what meeting ends before the start of weekly standup	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string end_time ) ) ( string < ) ( call SW.ensureNumericEntity ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) ) )	what meeting ends before the start of weekly_standup	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string end_time ) ) ( string < ) ( call SW.ensureNumericEntity ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) ) )	calendar	WP _nn_ _verb_ IN DT _nn_ IN _jj___nn_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me _nn_ after _date_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string _relation_date_ ) ) ( string > ) ( call SW.ensureNumericEntity ( call SW.concat ( date _date_ ) ( date _date_ ) ) ) ) )	show me meetings after jan 2	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string date ) ) ( string > ) ( call SW.ensureNumericEntity ( call SW.concat ( date 2015 1 2 ) ( date 2015 1 3 ) ) ) ) )	show me meetings after jan_2	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string date ) ) ( string > ) ( call SW.ensureNumericEntity ( call SW.concat ( date 2015_1_2 ) ( date 2015_1_3 ) ) ) ) )	calendar	_verb_ PRP _nn_ IN _date_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
what _nn_ has the earliest _nn_ _nn_	( call SW.listValue ( call SW.superlative ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string min ) ( call SW.ensureNumericProperty ( string _relation_date_ ) ) ) )	what meeting has the earliest start time	( call SW.listValue ( call SW.superlative ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string min ) ( call SW.ensureNumericProperty ( string start_time ) ) ) )	what meeting has the earliest start time	( call SW.listValue ( call SW.superlative ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string min ) ( call SW.ensureNumericProperty ( string start_time ) ) ) )	calendar	WP _nn_ _verb_ DT JJS _nn_ _nn_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _nn_ _number_ _nn_ long at the _entity_	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_num_ ) ( string = ) ( number _number_ _entity_num_ ) ) ( string _relation_ ) ( string = ) _entity_ ) )	show me all meetings three hours long at the greenberg cafe	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) ( string location ) ( string = ) en.location.greenberg_cafe ) )	show me all meetings three hours long at the greenberg_cafe	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) ( string location ) ( string = ) en.location.greenberg_cafe ) )	calendar	_verb_ PRP DT _nn_ _number_ _nn_ RB IN DT _nnp___nnp_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _nn_ _verb_ no later than _date_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string _relation_date_ ) ) ( string <= ) ( call SW.ensureNumericEntity ( date _date_ ) ) ) )	show me all meetings ending no later than 10 am	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string end_time ) ) ( string <= ) ( call SW.ensureNumericEntity ( time 10 0 ) ) ) )	show me all meetings ending no later than 10_am	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string end_time ) ) ( string <= ) ( call SW.ensureNumericEntity ( time 10_0 ) ) ) )	calendar	_verb_ PRP DT _nn_ _verb_ RB RB IN _time_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
_nnp_ _nnp_ on _date_	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_unary_ ) ) ( string _relation_date_ ) ( string = ) ( date _date_ ) ) )	important meeting on january 2nd	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string is_important ) ) ( string date ) ( string = ) ( date 2015 1 2 ) ) )	important meeting on january_2nd	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string is_important ) ) ( string date ) ( string = ) ( date 2015_1_2 ) ) )	calendar	_nnp_ _nnp_ IN _date_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _nn_ that _verb_ no later than the _nn_ the _entity_ _nn_ _verb_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string _relation_date_ ) ) ( string <= ) ( call SW.ensureNumericEntity ( call SW.getProperty _entity_ ( string _relation_date_ ) ) ) ) )	show me all meetings that begin no later than the time the weekly standup meeting starts	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string start_time ) ) ( string <= ) ( call SW.ensureNumericEntity ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) ) )	show me all meetings that begin no later than the time the weekly_standup meeting starts	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string start_time ) ) ( string <= ) ( call SW.ensureNumericEntity ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) ) )	calendar	_verb_ PRP DT _nn_ WDT _verb_ RB RB IN DT _nn_ DT _jj___nn_ _nn_ _verb_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
how long is the _entity_ _nnp_	( call SW.listValue ( call SW.getProperty _entity_ ( string _relation_num_ ) ) )	how long is the weekly standup meeting	( call SW.listValue ( call SW.getProperty en.meeting.weekly_standup ( string length ) ) )	how long is the weekly_standup meeting	( call SW.listValue ( call SW.getProperty en.meeting.weekly_standup ( string length ) ) )	calendar	WRB _jj_ _verb_ DT _jj___nnp_ _nnp_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _number_ _nn_ long _nn_ that _nn_ at _date_	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_date_ ) ( string = ) ( date _date_ ) ) ( string _relation_num_ ) ( string = ) ( number _number_ _entity_num_ ) ) )	show me all 3 hour long meetings that end at 10am	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string end_time ) ( string = ) ( time 10 0 ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) )	show me all 3 hour long meetings that end at 10_am	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string end_time ) ( string = ) ( time 10_0 ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) )	calendar	_verb_ PRP DT _number_ _nn_ _jj_ _nn_ IN _nn_ IN _time_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _nn_ not _verb_ at _date_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_date_ ) ( string ! = ) ( date _date_ ) ) )	show me all meetings not beginning at 10 am	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string start_time ) ( string ! = ) ( time 10 0 ) ) )	show me all meetings not beginning at 10_am	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string start_time ) ( string ! = ) ( time 10_0 ) ) )	calendar	_verb_ PRP DT _nn_ RB _verb_ IN _time_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
which _nn_ _verb_ when _entity_ is _verb_ to _verb_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_date_ ) ( string = ) ( call SW.getProperty _entity_ ( string _relation_date_ ) ) ) )	which meetings end when weekly standup is scheduled to start	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string end_time ) ( string = ) ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) )	which meetings end when weekly_standup is scheduled to start	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string end_time ) ( string = ) ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) )	calendar	WDT _nn_ _verb_ WRB _jj___nn_ _verb_ _verb_ TO _verb_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _nn_ which have had at least _number_ _nn_	( call SW.listValue ( call SW.countComparative ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( call SW.reverse ( string _relation_ ) ) ( string >= ) ( number _number_ ) ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ) )	show me all locations which have had at least two meetings	( call SW.listValue ( call SW.countComparative ( call SW.getProperty ( call SW.singleton en.location ) ( string ! type ) ) ( call SW.reverse ( string location ) ) ( string >= ) ( number 2 ) ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ) )	show me all locations which have had at least two meetings	( call SW.listValue ( call SW.countComparative ( call SW.getProperty ( call SW.singleton en.location ) ( string ! type ) ) ( call SW.reverse ( string location ) ) ( string >= ) ( number 2 ) ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ) )	calendar	_verb_ PRP DT _nn_ WDT _verb_ _verb_ IN JJS _number_ _nn_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me _nn_ that _verb_ _number_ _nn_	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_num_ ) ( string = ) ( number _number_ _entity_num_ ) ) ( string _relation_num_ ) ( string = ) ( number _number_ _entity_num_ ) ) )	show me meetings that take 3 hours	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) )	show me meetings that take 3 hours	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) ( string length ) ( string = ) ( number 3 en.hour ) ) )	calendar	_verb_ PRP _nn_ WDT _verb_ _number_ _nn_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
what _nn_ had the fewest _nn_ show up	( call SW.listValue ( call SW.countSuperlative ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string min ) ( string _relation_ ) ) )	what meeting had the fewest people show up	( call SW.listValue ( call SW.countSuperlative ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string min ) ( string attendee ) ) )	what meeting had the fewest people show up	( call SW.listValue ( call SW.countSuperlative ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string min ) ( string attendee ) ) )	calendar	WP _nn_ _verb_ DT _jj_ _nn_ _verb_ RP	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
what _nn_ does the _entity_ _verb_ up _nn_	( call SW.listValue ( call SW.getProperty _entity_ ( string _relation_date_ ) ) )	what time does the weekly stand up end	( call SW.listValue ( call SW.getProperty en.meeting.weekly_standup ( string end_time ) ) )	what time does the weekly stand up end	( call SW.listValue ( call SW.getProperty en.meeting.weekly_standup ( string end_time ) ) )	calendar	WDT _nn_ _verb_ DT _jj_ _verb_ RP _nn_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
what _nn_ _verb_ at _date_ and _entity_ is _verb_	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_ ) ( string = ) _entity_ ) ( string _relation_date_ ) ( string = ) ( date _date_ ) ) )	what meeting ends at 10am and alice is attending	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string attendee ) ( string = ) en.person.alice ) ( string end_time ) ( string = ) ( time 10 0 ) ) )	what meeting ends at 10_am and alice is attending	( call SW.listValue ( call SW.filter ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string attendee ) ( string = ) en.person.alice ) ( string end_time ) ( string = ) ( time 10_0 ) ) )	calendar	WP _nn_ _verb_ IN _time_ CC _nnp_ _verb_ _verb_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me average _nn_ _nn_	( call SW.listValue ( call SW.aggregate ( string avg ) ( call SW.getProperty ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_num_ ) ) ) )	show me average meeting length	( call SW.listValue ( call SW.aggregate ( string avg ) ( call SW.getProperty ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string length ) ) ) )	show me average meeting length	( call SW.listValue ( call SW.aggregate ( string avg ) ( call SW.getProperty ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string length ) ) ) )	calendar	_verb_ PRP _jj_ _nn_ _nn_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
_nnp_ _nnp_ _date_ _nnp_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( call SW.reverse ( string _relation_ ) ) ( string = ) ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_date_ ) ( string = ) ( date _date_ ) ) ) )	person attending jan 2nd meeting	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.person ) ( string ! type ) ) ( call SW.reverse ( string attendee ) ) ( string = ) ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string date ) ( string = ) ( date 2015 1 2 ) ) ) )	person attending jan_2nd meeting	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.person ) ( string ! type ) ) ( call SW.reverse ( string attendee ) ) ( string = ) ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string date ) ( string = ) ( date 2015_1_2 ) ) ) )	calendar	_nnp_ _nnp_ _date_ _nnp_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _nn_ with either _entity_ or _entity_ _nnp_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_ ) ( string = ) ( call SW.concat _entity_ _entity_ ) ) )	show me all meetings with either bob or alice attending	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string attendee ) ( string = ) ( call SW.concat en.person.alice en.person.bob ) ) )	show me all meetings with either bob or alice attending	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string attendee ) ( string = ) ( call SW.concat en.person.alice en.person.bob ) ) )	calendar	_verb_ PRP DT _nn_ IN DT _nnp_ CC _nnp_ _nnp_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me _nn_ that have _number_ _nn_	( call SW.listValue ( call SW.countComparative ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( string _relation_ ) ( string = ) ( number _number_ ) ) )	show me meetings that have two attendees	( call SW.listValue ( call SW.countComparative ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string attendee ) ( string = ) ( number 2 ) ) )	show me meetings that have two attendees	( call SW.listValue ( call SW.countComparative ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( string attendee ) ( string = ) ( number 2 ) ) )	calendar	_verb_ PRP _nn_ WDT _verb_ _number_ _nn_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
show me all _nn_ _verb_ at the same _nn_ or earlier than the _entity_ _verb_	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton _entity_type_ ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string _relation_date_ ) ) ( string <= ) ( call SW.ensureNumericEntity ( call SW.getProperty _entity_ ( string _relation_date_ ) ) ) ) )	show me all meetings ending at the same time or earlier than the weekly standup begins	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string end_time ) ) ( string <= ) ( call SW.ensureNumericEntity ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) ) )	show me all meetings ending at the same time or earlier than the weekly_standup begins	( call SW.listValue ( call SW.filter ( call SW.getProperty ( call SW.singleton en.meeting ) ( string ! type ) ) ( call SW.ensureNumericProperty ( string end_time ) ) ( string <= ) ( call SW.ensureNumericEntity ( call SW.getProperty en.meeting.weekly_standup ( string start_time ) ) ) ) )	calendar	_verb_ PRP DT _nn_ _verb_ IN DT _jj_ _nn_ CC RB IN DT _jj___nn_ _verb_	0.333333333333,0.111111111111,0.166666666667,0.111111111111,0.0555555555556,0.166666666667,0.0555555555556
